HostParty,CDM project reference number,Issuance process ID,Issuance date,Monitoring report started,Monitoring report ended
BR,888,RWTUV1490940554.69,3/8/17,2017-01-01,2017-02-24
CN,1880,BVQI1479116672.72,28/7/17,2015-01-04,2015-05-12
CN,8564,CTI1442214824.18,27/7/17,2013-01-01,2015-06-30
CN,2136,RWTUV1488965415.25,27/7/17,2015-02-26,2016-04-21
CN,2136,RWTUV1488965570.39,27/7/17,2016-04-22,2016-12-25
CL,822,EPIC_Sust1487074606.53,26/7/17,2013-01-01,2014-03-16
TZ,9550,RWTUV1457603009.88,26/7/17,2014-01-30,2016-01-31
UG,5962,poaiss216832170~UG,21/7/17,2015-01-02,2015-09-30
BR,5484,ICONTEC1484153753.5,21/7/17,2013-01-01,2014-09-14
BR,5484,ICONTEC1484153753.5,21/7/17,2012-06-11,2012-12-31
IN,3142,ESPL1481546979.63,20/7/17,2013-01-01,2016-01-11
CN,7943,RWTUV1486724222.86,20/7/17,2015-01-01,2016-12-31
ZA,545,RWTUV1479993667.93,19/7/17,2014-01-10,2016-09-30
CN,6454,CTI1478747373.56,17/7/17,2013-05-07,2016-08-31
IN,4243,EPIC_Sust1486039430.58,17/7/17,2013-01-01,2016-03-31
IN,4243,EPIC_Sust1486039430.58,17/7/17,2011-05-04,2012-12-31
IN,8102,BVQI1484832793.33,14/7/17,2016-01-01,2016-12-31
CN,1749,CCSC_DOE1488443995.5,14/7/17,2014-01-01,2015-12-18
IN,6794,ESPL1476758672.39,14/7/17,2012-09-24,2012-12-31
VN,5556,RINA1487937339.25,13/7/17,2016-06-01,2017-05-01
IN,3248,RINA1490344909.15,13/7/17,2015-01-01,2015-12-31
VN,6810,poaiss207898482~VN,12/7/17,2015-01-01,2015-12-31
TH,6830,KBS_Cert1487310946.31,12/7/17,2013-01-11,2017-01-31
IN,9697,PJR CDM1478070722.32,12/7/17,2013-07-23,2016-09-30
CN,4768,RWTUV1489057440.28,12/7/17,2015-01-03,2016-12-31
IN,9181,poaiss403267107~IN,10/7/17,2015-06-21,2016-01-31
TH,8027,poaiss956274239~TH,7/7/17,2012-09-11,2014-12-31
LS,5482,CTI1489543134.04,7/7/17,2015-01-12,2016-11-30
PK,1713,RINA1430310646.04,7/7/17,2013-01-04,2014-12-31
IN,7103,Applus1488790783.95,6/7/17,2016-01-01,2016-12-31
CN,4408,CCSC_DOE1484797791.69,6/7/17,2013-01-01,2016-12-22
BR,4211,RWTUV1485506334.98,5/7/17,2016-01-07,2016-12-31
IN,3880,RINA1487594216.27,4/7/17,2015-01-04,2016-03-31
VN,5310,RWTUV1488792330.72,4/7/17,2016-01-03,2017-02-28
VN,9036,EPIC_Sust1482831568.96,30/6/17,2014-01-09,2016-11-30
TG,9666,poaiss937852630~TG,29/6/17,2013-01-07,2015-12-31
CN,5080,CTI1474623543.9,29/6/17,2013-01-01,2016-03-31
CN,4935,CTI1484274858.77,29/6/17,2013-02-01,2016-10-31
MU,5212,KBS_Cert1485496037.8,29/6/17,2015-01-01,2017-02-28
IN,7585,PJR CDM1468911305.94,29/6/17,2013-01-01,2016-08-05
IN,10039,RINA1484225414.25,29/6/17,2014-10-29,2016-12-31
IN,5380,RINA1486381416.1,29/6/17,2016-01-02,2017-01-31
VN,6439,RWTUV1488439415.9,29/6/17,2015-01-06,2017-02-28
CN,1046,CEPREI_Cert1487817945.8,27/6/17,2016-01-01,2016-12-31
IN,2613,CarbonCheck_Cert1489062991.79,27/6/17,2015-01-01,2017-03-01
MX,4598,AENOR1486131475.73,23/6/17,2015-01-05,2016-11-05
CN,2961,CCCI_DOE1471326870.54,23/6/17,2013-01-01,2015-12-25
CN,2961,CCCI_DOE1471326870.54,23/6/17,2011-08-14,2012-12-31
CN,4581,CCSC_DOE1485220261.45,23/6/17,2013-01-01,2016-12-25
IN,1602,CarbonCheck_Cert1488454711.99,23/6/17,2015-02-01,2017-05-01
MY,2467,RWTUV1480513645.07,22/6/17,2015-01-04,2016-08-27
MX,1123,ICONTEC1481124767.43,20/6/17,2014-01-09,2014-11-29
MX,1123,ICONTEC1481125265.85,20/6/17,2014-11-30,2015-12-31
HN,9176,poaiss714937518~HN,19/6/17,2015-06-15,2016-06-14
IN,9181,poaiss688956522~IN,16/6/17,2015-06-21,2016-01-31
CN,9065,CTI1480649546.99,16/6/17,2013-01-01,2016-09-30
ID,1885,KBS_Cert1483589324.18,15/6/17,2016-01-01,2016-12-31
CL,1787,RWTUV1472712584.6,15/6/17,2015-01-01,2016-03-31
KR,4274,RWTUV1484725277.6,15/6/17,2016-01-01,2016-12-31
AL,5662,RWTUV1488789683.67,15/6/17,2016-01-01,2016-12-31
ID,526,TUEV-SUED1447910122.45,15/6/17,2013-01-01,2014-12-31
IN,9480,ESPL1473162928.57,14/6/17,2013-02-01,2016-08-31
CN,2990,CCCI_DOE1471327234.79,13/6/17,2013-01-01,2015-12-25
CN,2990,CCCI_DOE1471327234.79,13/6/17,2011-06-30,2012-12-31
VN,6397,RWTUV1488439600.25,13/6/17,2016-01-03,2017-02-28
MN,8142,poaiss479366654~MN,12/6/17,2014-01-05,2016-04-30
RW,3404,AENOR1428313402.71,9/6/17,2013-01-01,2014-03-31
RW,3404,AENOR1428313402.71,9/6/17,2012-01-08,2012-12-31
CN,5011,CTI1484030960.13,9/6/17,2013-01-01,2016-10-31
CN,3039,CTI1463105319.45,8/6/17,2014-04-26,2016-03-25
ID,4021,KBS_Cert1486031722.94,8/6/17,2016-01-01,2016-12-31
IN,2867,RINA1486112703.37,8/6/17,2016-01-01,2016-12-31
CN,1376,CCSC_DOE1484555769.83,6/6/17,2013-01-23,2015-03-22
CN,3967,CCSC_DOE1484620670.68,6/6/17,2013-01-26,2016-12-25
CN,2155,CTI1463105138.08,2/6/17,2014-04-26,2016-03-25
MN,5977,KEMCO1484026994.14,2/6/17,2016-01-07,2016-12-31
NG,5067,poaiss436101100~NG,1/6/17,2014-01-07,2015-06-30
MY,6673,Applus1486976959.35,1/6/17,2015-01-12,2016-11-30
VN,4970,JQA1478761212.53,1/6/17,2013-01-06,2016-05-31
BR,968,RINA1469548976.63,1/6/17,2013-01-01,2015-01-31
CN,8598,CCCI_DOE1481706421.08,31/5/17,2013-01-09,2015-12-31
ZA,1364,RWTUV1486386471.93,31/5/17,2016-06-01,2016-08-17
ID,6008,TUEV-SUED1483016802.74,31/5/17,2015-01-06,2016-10-31
MA,6568,poaiss42452156~MA,29/5/17,2014-02-28,2016-07-31
IN,5425,Applus1480923886.92,26/5/17,2013-10-30,2016-01-11
CN,9332,CTI1476152515.62,26/5/17,2013-01-03,2015-12-31
CN,4471,Applus1462475188.4,25/5/17,2013-01-01,2015-12-31
BR,5492,ICONTEC1484149979.94,25/5/17,2012-01-11,2012-12-31
BR,5492,ICONTEC1484149979.94,25/5/17,2013-01-01,2014-09-14
BR,5492,ICONTEC1484150334.0,25/5/17,2014-09-15,2015-11-30
BR,5492,ICONTEC1484152798.02,25/5/17,2015-01-12,2016-12-31
IN,9330,RINA1396262227.47,25/5/17,2013-01-01,2014-02-28
CN,8565,RWTUV1477476970.48,24/5/17,2013-01-01,2016-08-23
BR,888,RWTUV1485506254.91,23/5/17,2016-01-07,2016-12-31
IN,4334,Applus1478594128.47,22/5/17,2013-01-01,2016-01-10
IN,6943,Applus1478594252.75,22/5/17,2014-02-11,2016-01-10
LK,2772,RINA1484310547.26,22/5/17,2016-01-01,2016-10-25
NG,5067,poaiss468141586~NG,19/5/17,2013-01-07,2014-06-30
CN,4443,Applus1462829659.81,19/5/17,2013-01-01,2016-02-29
CN,8785,CCCI_DOE1474852402.09,19/5/17,2013-01-01,2013-12-31
CN,8785,CCCI_DOE1474852622.02,19/5/17,2014-01-01,2014-12-31
CN,8785,CCCI_DOE1474852839.17,19/5/17,2015-01-01,2015-12-31
CN,5447,CCSC_DOE1483691291.94,18/5/17,2016-01-06,2016-12-31
IN,1326,EPIC_Sust1474290905.01,18/5/17,2013-01-01,2016-08-31
CO,735,ICONTEC1478895456.72,18/5/17,2015-01-01,2015-12-31
LA,5583,JQA1479099811.64,18/5/17,2013-04-30,2016-05-31
VN,4537,JQA1479257775.45,18/5/17,2013-01-06,2016-05-31
TH,5082,JQA1486434555.04,18/5/17,2016-01-01,2016-12-31
CL,4052,RWTUV1472712425.49,18/5/17,2015-01-01,2015-12-31
IN,6888,TUEV-SUED1461318953.8,15/5/17,2013-12-31,2015-03-31
IN,9181,poaiss890548818~IN,12/5/17,2013-01-01,2015-06-20
CN,8620,Applus1484216284.13,12/5/17,2013-01-04,2016-12-31
CN,8623,Applus1484215929.52,11/5/17,2013-01-04,2016-12-31
TH,8664,BVQI1470136479.38,11/5/17,2015-01-01,2015-12-31
TH,9394,EPIC_Sust1480402395.15,11/5/17,2014-01-04,2016-06-30
BR,6411,ICONTEC1484153246.86,11/5/17,2013-01-01,2014-09-14
BR,6411,ICONTEC1484153367.84,11/5/17,2014-09-15,2015-11-30
BR,6411,ICONTEC1484153498.28,11/5/17,2015-01-12,2016-12-31
CN,5128,CTI1477469969.18,10/5/17,2014-04-25,2016-09-24
IN,430,Applus1480507523.57,4/5/17,2015-07-27,2016-10-31
KR,222,KTRCert1483602872.98,4/5/17,2016-01-01,2016-12-30
CV,9570,RINA1483534085.84,4/5/17,2016-01-01,2016-12-31
IN,5087,EPIC_Sust1454417707.38,3/5/17,2012-06-18,2012-12-31
IN,5087,EPIC_Sust1454417707.38,3/5/17,2013-01-01,2015-12-31
KR,765,KFQ1484211618.0,28/4/17,2016-01-10,2016-12-31
KR,6637,KFQ1484211841.66,28/4/17,2016-01-10,2016-12-31
IN,1253,Applus1479374648.44,27/4/17,2015-10-29,2016-10-31
PK,2098,CCSC_DOE1483922378.47,27/4/17,2014-01-10,2015-09-30
BR,3002,RWTUV1443001850.21,27/4/17,2013-01-01,2014-12-31
BR,3002,RWTUV1443001850.21,27/4/17,2011-01-01,2012-12-31
GH,8438,poaiss299606624~GH,26/4/17,2015-01-08,2016-06-30
CN,2012,CCSC_DOE1478490070.75,26/4/17,2015-02-27,2016-06-02
CN,2012,CCSC_DOE1478594134.4,26/4/17,2016-07-02,2016-09-28
IN,10076,CarbonCheck_Cert1480939984.67,26/4/17,2014-03-12,2016-01-11
IN,4993,ESPL1438873056.07,26/4/17,2013-01-01,2013-12-31
ID,4678,ESPL1459316834.65,26/4/17,2014-01-10,2015-03-31
IN,6794,ESPL1476758936.25,25/4/17,2013-01-01,2016-01-10
CN,1668,BVQI1476961657.89,21/4/17,2012-12-29,2012-12-31
CN,1668,BVQI1476961657.89,21/4/17,2013-01-01,2016-06-26
CN,1281,BVQI1476961886.97,21/4/17,2012-12-29,2012-12-31
CN,1281,BVQI1476961886.97,21/4/17,2013-01-01,2016-06-26
ID,4118,ERM-CVS1429194317.18,21/4/17,2012-01-06,2012-12-31
ID,4118,ERM-CVS1429194317.18,21/4/17,2013-01-01,2015-01-04
ID,526,TUEV-SUED1447909867.0,21/4/17,2011-01-01,2012-12-31
IN,7133,RINA1482310777.99,20/4/17,2014-08-25,2016-08-24
TH,3462,RWTUV1478170119.86,20/4/17,2015-01-11,2016-10-31
CN,574,RWTUV1483614582.42,20/4/17,2016-01-01,2016-12-31
MX,1453,TUEV-SUED1450326660.75,20/4/17,2014-01-01,2014-11-30
BR,3958,RWTUV1474966298.83,18/4/17,2016-01-01,2016-08-31
VN,5030,RWTUV1480587281.95,18/4/17,2015-01-12,2016-11-30
VN,4236,RWTUV1480587596.43,18/4/17,2015-01-12,2016-11-30
NP,9572,poaiss233416673~NP,13/4/17,2014-01-08,2015-07-31
MX,846,ICONTEC1467314854.79,13/4/17,2014-01-07,2015-12-31
KR,349,Korean Standards Association1481729311.2,13/4/17,2016-01-04,2016-09-30
IN,3248,LRQA Ltd1458015540.22,13/4/17,2014-01-01,2014-12-31
TH,3483,RWTUV1478169943.19,13/4/17,2015-01-11,2016-10-31
VN,6103,RWTUV1480587433.22,13/4/17,2016-01-05,2016-11-30
CM,4175,RWTUV1444897408.02,11/4/17,2013-06-30,2015-05-31
BR,5496,ICONTEC1478176888.34,7/4/17,2015-01-10,2016-09-30
LK,9990,KBS_Cert1465202202.6,7/4/17,2014-01-12,2015-12-31
BR,5494,ICONTEC1477321800.44,6/4/17,2015-01-10,2016-09-30
UY,1349,AENOR1478528064.45,3/4/17,2016-01-01,2016-09-30
TH,9554,BVQI1445251642.02,3/4/17,2014-01-01,2014-12-31
LK,9743,RWTUV1463479218.23,3/4/17,2014-01-01,2016-03-31
CN,1343,Applus1477565129.58,31/3/17,2013-01-01,2015-03-25
CN,1344,Applus1477592970.82,31/3/17,2013-01-01,2015-03-25
CO,2554,RWTUV1475565364.97,31/3/17,2016-01-01,2016-09-21
KR,4665,CCSC_DOE1479775772.03,30/3/17,2013-11-16,2016-10-31
TH,2672,RWTUV1455109452.32,30/3/17,2014-01-11,2015-12-31
NG,5342,poaiss959376897~NG,29/3/17,2014-10-25,2015-10-24
IN,4759,RWTUV1475562933.42,28/3/17,2013-01-01,2016-08-31
IN,4759,RWTUV1475562933.42,28/3/17,2012-01-08,2012-12-31
PK,9268,RWTUV1480582364.98,27/3/17,2015-11-04,2015-12-31
IN,9988,KBS_Cert1474602914.48,22/3/17,2014-08-13,2015-12-08
IN,9602,Applus1462483922.11,20/3/17,2013-04-04,2016-04-30
CN,1136,CCSC_DOE1478594707.51,20/3/17,2015-02-27,2016-09-28
CN,1079,CCSC_DOE1478594986.0,20/3/17,2015-02-27,2016-09-28
KR,3440,KTRCert1475056827.05,20/3/17,2013-01-01,2013-02-04
CM,8696,poaiss695262738~CM,13/3/17,2013-01-07,2016-02-03
ET,9769,poaiss988520307~ET,10/3/17,2014-10-17,2015-10-16
RW,6207,poaiss136192608~RW,10/3/17,2015-01-07,2016-06-30
NG,2711,CarbonCheck_Cert1479191780.71,10/3/17,2014-01-07,2015-06-30
IN,9003,EPIC_Sust1472543887.81,10/3/17,2014-01-07,2016-06-30
KR,5153,KFQ1379321934.88,10/3/17,2011-09-14,2012-12-31
IN,1568,RWTUV1456738343.89,10/3/17,2014-01-12,2015-10-31
BR,268,BVQI1456556817.96,9/3/17,2013-01-01,2014-10-31
CN,8916,CTI1463105441.88,9/3/17,2013-01-01,2016-03-25
NG,2711,CarbonCheck_Cert1479191598.93,9/3/17,2013-01-07,2014-06-30
IN,7930,EPIC_Sust1452676710.08,9/3/17,2013-01-01,2015-10-31
SA,10006,ESPL1444089695.47,9/3/17,2014-01-10,2015-09-30
CN,6988,RINA1473751922.67,9/3/17,2013-01-09,2016-08-31
IN,3554,Applus1476354145.08,8/3/17,2013-01-01,2015-03-31
IN,5344,Applus1474902775.4,6/3/17,2013-11-04,2016-09-08
ID,7096,TUEV-SUED1461584565.07,6/3/17,2014-01-11,2016-03-31
UY,1349,AENOR1461101090.04,3/3/17,2015-01-01,2015-12-31
IN,2819,BVQI1470639105.96,3/3/17,2015-01-05,2016-04-30
IN,5928,EPIC_Sust1470300019.43,3/3/17,2013-01-07,2016-04-30
CN,2886,ERM-CVS1307524476.09,3/3/17,2010-01-10,2011-05-31
KR,941,KFQ1466640811.61,3/3/17,2014-01-07,2015-06-30
ZA,6083,RWTUV1466411103.64,3/3/17,2015-01-08,2016-05-31
IN,10183,Applus1474967555.14,2/3/17,2015-08-15,2016-08-31
UY,7627,ERM-CVS1474540234.59,2/3/17,2015-01-01,2015-12-31
BR,1410,RINA1447684383.14,2/3/17,2013-01-01,2015-01-18
BR,1410,RINA1447684383.14,2/3/17,2011-01-10,2012-12-31
LK,9631,TUEV-SUED1469706322.67,2/3/17,2014-06-25,2016-06-30
IN,4280,Applus1474902440.08,1/3/17,2014-03-16,2016-09-08
IN,9181,poaiss432464158~IN,24/2/17,2013-01-01,2015-06-20
PK,557,BVQI1464160519.26,24/2/17,2013-01-01,2014-04-18
IN,986,EPIC_Sust1454492516.16,24/2/17,2012-02-10,2012-12-31
IN,986,EPIC_Sust1454492516.16,24/2/17,2013-01-01,2015-01-19
CN,3309,CCSC_DOE1470725258.05,22/2/17,2013-01-01,2016-05-25
CN,5557,Applus1469784404.44,20/2/17,2013-01-01,2016-04-26
IN,1151,CarbonCheck_Cert1476264733.7,20/2/17,2013-01-01,2016-09-30
CN,3685,RINA1473846115.21,20/2/17,2013-01-01,2016-07-20
CN,1955,Applus1462826604.17,17/2/17,2013-01-01,2016-02-29
IN,9973,Applus1468230947.26,17/2/17,2014-10-07,2016-03-31
LA,8126,RWTUV1418762104.47,17/2/17,2012-11-16,2012-12-31
LA,8126,RWTUV1418762104.47,17/2/17,2013-01-01,2013-12-31
FJ,9510,TUEV-SUED1474966178.62,17/2/17,2014-01-04,2016-03-31
IN,1642,Applus1457012414.56,16/2/17,2013-01-01,2016-02-29
IN,1642,Applus1457012414.56,16/2/17,2012-01-04,2012-12-31
CN,1984,Applus1462824796.93,16/2/17,2013-01-01,2016-05-03
VN,8405,BVQI1444903577.11,16/2/17,2014-01-01,2015-08-31
CN,3067,RWTUV1472657643.83,16/2/17,2015-01-06,2016-08-31
CN,2135,RINA1473845752.91,14/2/17,2013-01-01,2016-04-15
TH,2144,RWTUV1455109285.58,13/2/17,2014-01-11,2015-12-31
BR,171,EPIC_Sust1474894082.96,10/2/17,2016-01-01,2016-06-30
CN,1284,RINA1471603720.39,10/2/17,2013-01-01,2014-03-11
CN,1284,RINA1471603958.11,10/2/17,2014-04-11,2016-06-30
CN,9031,CTCCCP1459843798.56,9/2/17,2013-01-02,2015-12-31
KR,765,KFQ1476161673.44,9/2/17,2016-01-04,2016-09-30
KR,99,TUEV-SUED1473678353.41,9/2/17,2015-01-09,2016-08-31
CN,1897,Applus1462867835.32,8/2/17,2013-01-01,2016-02-29
BR,8,RWTUV1473949399.83,8/2/17,2016-01-01,2016-08-31
UG,6381,ESPL1466076876.89,7/2/17,2013-01-11,2014-12-31
IN,6484,ESPL1468926487.83,6/2/17,2015-01-07,2016-03-31
IN,1115,ESPL1470736835.51,6/2/17,2015-02-01,2016-01-01
VN,4550,EPIC_Sust1463815398.0,3/2/17,2014-01-07,2016-03-31
IN,1115,ESPL1467195785.35,3/2/17,2014-02-01,2015-01-01
NI,5305,RWTUV1465811974.76,3/2/17,2015-01-07,2016-05-31
CN,2850,TUEV-RHEIN1418897669.73,2/2/17,2010-04-19,2012-12-31
CN,2850,TUEV-RHEIN1418897669.73,2/2/17,2013-01-01,2013-09-25
ZA,752,RWTUV1466411020.64,31/1/17,2015-01-08,2016-05-31
LK,9705,poaiss600214519~LK,30/1/17,2015-01-09,2016-04-30
IN,5186,ESPL1461060779.06,30/1/17,2015-01-02,2016-03-31
MW,9933,TUEV-SUED1446720897.2,30/1/17,2014-10-27,2015-07-21
MW,9935,TUEV-SUED1446721135.84,30/1/17,2014-10-27,2015-05-08
IN,6456,EPIC_Sust1454572417.3,27/1/17,2013-01-01,2015-12-31
CN,3180,RWTUV1472657878.09,27/1/17,2015-01-06,2016-08-31
BR,7577,AENOR1456821001.51,23/1/17,2015-01-01,2015-12-31
IN,5401,RINA1465291288.36,23/1/17,2014-01-02,2016-03-31
NI,2315,RWTUV1465811659.68,23/1/17,2015-01-07,2016-11-04
CN,8762,BVQI1470629298.4,20/1/17,2013-01-03,2015-12-25
BR,1011,ERM-CVS1473800882.01,20/1/17,2015-07-28,2016-07-27
KR,6637,KFQ1476160956.86,20/1/17,2016-01-04,2016-09-30
CN,1900,RWTUV1472657767.11,20/1/17,2015-01-06,2016-08-31
MX,2535,poaiss251786188~MX,17/1/17,2010-01-12,2016-03-31
ID,3738,TUEV-SUED1439275917.05,16/1/17,2013-01-01,2015-05-31
CN,1896,RWTUV1469627749.87,13/1/17,2015-01-01,2015-06-30
CN,1896,RWTUV1469627855.31,13/1/17,2015-01-07,2015-12-31
IN,4930,ESPL1468925224.5,12/1/17,2015-06-16,2016-11-02
IN,862,KBS_Cert1475827048.9,12/1/17,2016-01-01,2016-09-30
ZM,8060,poaiss670356898~ZM,11/1/17,2014-07-06,2016-01-31
CN,3701,CCCI_DOE1474423052.45,10/1/17,2013-01-01,2016-07-20
CN,3684,CCCI_DOE1474422473.94,6/1/17,2013-01-01,2016-07-20
TH,2138,RINA1457082614.1,6/1/17,2014-01-11,2016-02-29
NI,6143,RWTUV1467108646.91,6/1/17,2014-01-01,2015-12-31
VN,7070,RWTUV1472804396.08,6/1/17,2015-01-09,2016-08-31
KR,6602,TECO1460621587.54,6/1/17,2013-01-01,2014-09-30
KR,6602,TECO1460621587.54,6/1/17,2012-01-10,2012-12-31
MW,9558,poaiss386480934~MW,5/1/17,2015-06-16,2016-05-31
ID,673,BVQI1447396471.12,5/1/17,2014-06-14,2015-06-30
CL,1787,RWTUV1430228142.61,5/1/17,2014-01-01,2014-12-31
IN,1280,Applus1466073920.58,3/1/17,2015-06-15,2016-05-31
IN,370,Applus1469606988.6,3/1/17,2013-01-01,2016-03-24
IN,370,Applus1469606988.6,3/1/17,2012-06-25,2012-12-31
CN,5352,CTI1443184127.44,3/1/17,2013-01-01,2015-05-31
VN,2637,EPIC_Sust1467974438.78,3/1/17,2014-06-04,2016-04-30
IN,2894,EPIC_Sust1469430823.66,3/1/17,2015-02-01,2016-01-07
IN,9167,Applus1466074622.91,30/12/16,2015-01-08,2016-05-31
IN,1168,RINA1468488276.21,30/12/16,2015-01-02,2016-05-31
HN,5584,RWTUV1467108513.68,30/12/16,2014-01-01,2015-12-31
CN,9055,RWTUV1470896211.91,30/12/16,2013-01-01,2016-07-31
IN,9111,URSCert1451630865.38,30/12/16,2013-01-01,2015-10-31
MY,4999,EPIC_Sust1457012620.17,29/12/16,2013-01-01,2016-01-31
MY,4999,EPIC_Sust1457012620.17,29/12/16,2012-12-12,2012-12-31
CN,4222,RWTUV1470895539.58,29/12/16,2013-01-01,2016-07-31
CN,7692,RWTUV1470895744.95,28/12/16,2013-01-01,2016-07-31
KR,784,TECO1460710575.08,28/12/16,2013-01-01,2014-09-02
KR,784,TECO1460710575.08,28/12/16,2010-11-02,2012-12-31
EG,2897,poaiss639911021~EG,23/12/16,2015-01-01,2015-12-31
CN,2013,BVQI1472114427.99,23/12/16,2013-01-01,2015-12-27
CN,7834,CTCCCP1459844237.11,23/12/16,2013-01-01,2016-02-29
IN,362,EPIC_Sust1468827183.58,23/12/16,2015-04-25,2016-04-30
BR,8018,RINA1467367619.57,23/12/16,2013-01-01,2015-12-31
IN,1259,RINA1468910386.04,23/12/16,2015-01-01,2016-05-31
AR,950,RWTUV1469042838.34,23/12/16,2013-01-01,2014-12-31
AR,950,RWTUV1469042838.34,23/12/16,2011-01-01,2012-12-31
MX,3378,RWTUV1470641804.75,23/12/16,2014-01-01,2016-07-31
CN,8793,RWTUV1470895364.54,23/12/16,2013-01-01,2016-07-31
CN,7681,RWTUV1470896327.89,23/12/16,2013-01-01,2016-07-31
CN,7515,RWTUV1470896373.43,23/12/16,2013-01-01,2016-07-31
ML,9941,poaiss655218210~ML,22/12/16,2014-01-06,2015-12-31
IN,362,EPIC_Sust1468827030.68,22/12/16,2014-04-25,2015-04-24
CN,2051,RWTUV1471328773.43,22/12/16,2013-01-09,2016-12-08
CN,9229,RWTUV1470896283.1,20/12/16,2013-01-01,2016-07-31
IN,5486,EPIC_Sust1454418444.34,19/12/16,2013-01-01,2015-12-31
IN,5553,EPIC_Sust1454478837.52,19/12/16,2014-01-01,2015-12-31
IN,5090,ESPL1464296658.62,19/12/16,2014-01-11,2016-02-29
KR,349,Korean Standards Association1462242444.1,19/12/16,2015-01-10,2016-03-31
IN,362,EPIC_Sust1468820740.04,16/12/16,2012-04-25,2012-12-31
IN,362,EPIC_Sust1468820740.04,16/12/16,2013-01-01,2013-04-24
IN,362,EPIC_Sust1468820942.98,16/12/16,2013-04-25,2014-04-24
BR,165,EPIC_Sust1471500814.88,16/12/16,2015-01-08,2016-06-30
LK,7374,KBS_Cert1460790705.73,16/12/16,2014-01-31,2015-12-31
KR,5251,KFQ1470922966.47,16/12/16,2013-01-01,2016-12-07
KR,5251,KFQ1470922966.47,16/12/16,2011-09-22,2012-12-31
IN,3724,PJR CDM1402603035.81,16/12/16,2012-01-08,2012-12-31
IN,3724,PJR CDM1402603035.81,16/12/16,2013-01-01,2014-03-31
CN,2199,RINA1462874564.74,16/12/16,2013-01-01,2016-02-29
IN,982,RINA1464784391.64,16/12/16,2015-01-05,2016-04-30
CN,904,RINA1470988721.43,16/12/16,2014-01-03,2016-06-29
CN,1859,BVQI1467209753.31,15/12/16,2013-01-01,2014-09-27
IN,5090,ESPL1464296153.98,14/12/16,2014-01-02,2014-10-31
CN,6769,CEPREI_Cert1469756649.23,13/12/16,2013-01-01,2016-06-30
VN,3532,RINA1463391772.33,13/12/16,2013-01-01,2016-03-31
CN,9291,Applus1465483278.05,12/12/16,2016-01-01,2016-04-30
CN,2866,CCSC_DOE1468570071.18,12/12/16,2014-12-30,2015-12-29
ID,3726,EPIC_Sust1462446784.17,12/12/16,2013-01-01,2016-02-29
ID,3726,EPIC_Sust1462446784.17,12/12/16,2012-02-25,2012-12-31
PK,5461,BVQI1464159839.16,9/12/16,2014-01-04,2016-04-30
CN,3400,CCSC_DOE1467854690.17,9/12/16,2013-01-01,2016-03-28
CN,1656,CCSC_DOE1468540635.59,9/12/16,2013-01-01,2016-03-28
CN,2840,CCSC_DOE1468568936.28,9/12/16,2014-12-30,2015-12-29
LK,9074,KBS_Cert1460009082.56,9/12/16,2014-01-01,2015-12-31
LK,3531,RWTUV1463478895.44,9/12/16,2011-01-04,2012-12-31
LK,3531,RWTUV1463478895.44,9/12/16,2013-01-01,2016-03-31
CN,233,Applus1447315494.1,6/12/16,2013-01-01,2015-09-30
IN,6113,EPIC_Sust1454572571.03,5/12/16,2013-01-01,2015-12-31
CN,5452,Applus1458550176.93,2/12/16,2013-01-01,2016-02-29
IN,4078,Applus1462812250.57,2/12/16,2015-01-04,2016-03-31
CN,9291,Applus1465483154.28,2/12/16,2014-02-19,2014-12-31
CN,9291,Applus1465483242.61,2/12/16,2015-01-01,2015-12-31
CN,1276,Applus1469544573.85,2/12/16,2013-01-01,2015-03-07
CN,1276,Applus1469544696.08,2/12/16,2015-11-09,2016-03-27
CN,1658,CCSC_DOE1467852319.77,2/12/16,2013-01-01,2016-03-28
CN,2848,CCSC_DOE1468802344.23,2/12/16,2014-12-30,2015-12-29
CN,6447,RINA1454488321.25,2/12/16,2015-01-01,2015-12-31
PK,9314,RWTUV1455612528.88,2/12/16,2014-10-12,2015-12-31
GT,604,RWTUV1461655895.57,2/12/16,2013-01-01,2013-12-31
GT,604,RWTUV1461655962.71,2/12/16,2014-01-01,2015-12-31
VN,4714,RWTUV1462954963.93,2/12/16,2015-01-06,2016-04-30
CN,5217,RWTUV1469775807.8,2/12/16,2013-01-01,2016-06-30
CN,6569,RWTUV1469776287.91,2/12/16,2013-01-01,2016-06-30
IN,1615,URSCert1463994220.61,2/12/16,2014-06-27,2015-05-25
IN,8855,poaiss749383394~IN,1/12/16,2015-01-04,2016-03-31
CN,4482,CCSC_DOE1462331096.73,1/12/16,2014-01-12,2016-03-31
CN,1657,CCSC_DOE1467853404.02,1/12/16,2013-01-01,2016-03-28
CN,6572,RWTUV1469776109.05,1/12/16,2013-01-01,2016-06-30
CN,6559,CTI1467685700.4,29/11/16,2015-01-02,2016-05-31
BD,2765,poaiss582733766~BD,28/11/16,2014-01-10,2015-12-31
CN,3668,CEPREI_Cert1459846997.26,28/11/16,2013-01-01,2015-12-31
CN,316,CTI1462957307.08,28/11/16,2013-01-01,2016-03-31
CN,7552,CTI1467957994.98,28/11/16,2013-01-01,2016-06-30
CR,6275,ESPL1464765510.28,28/11/16,2014-01-07,2016-04-30
BR,168,RINA1464179707.0,28/11/16,2015-01-01,2015-12-31
