PA/PoA,CDM project reference number,HostParty,DOE,Project type (UNEP DTU),Project subtype (UNEP DTU),Issuance process ID,Issuance date,Monitoring report started,Monitoring report ended, Units - Total ,CP,Monitoring report number,Last_updated
PA,648,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1557836245.03,23/8/19,1/2/19,30/4/19," 85,604 ",2,17,21Jun2023
PA,547,CN,RINA,Reforestation,Reforestation,RINA1532932887.73,23/8/19,1/1/13,9/6/18," 318,563 ",2,2,21Jun2023
PA,8791,IN,RINA,Wind,Wind,RINA1540287372.57,23/8/19,25/2/15,4/9/18," 315,603 ",2,2,21Jun2023
PA,6203,VN,TUV NORD,Hydro,Run of river,RWTUV1554370713.59,23/8/19,1/5/18,31/8/18," 12,538 ",2,7,21Jun2023
PA,6439,VN,TUV NORD,Hydro,Run of river,RWTUV1554370909.95,23/8/19,1/3/18,28/2/19," 34,610 ",2,4,21Jun2023
PA,52,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1555602554.24,22/8/19,12/5/16,31/12/17," 764,657 ",2,7,21Jun2023
PA,9830,CO,Earthood,Hydro,Run of river,ESPL1541412715.46,22/8/19,1/11/14,31/12/17," 199,529 ",2,1,21Jun2023
PA,8530,DO,TUV NORD,Solar,Solar PV,RWTUV1496296516.28,22/8/19,31/5/15,31/12/16," 15,209 ",2,1,21Jun2023
PA,3570,CO,Earthood,Hydro,Run of river,ESPL1541412278.27,20/8/19,1/1/13,31/12/17," 113,510 ",2,1,21Jun2023
PA,3570,CO,Earthood,Hydro,Run of river,ESPL1541412278.27,20/8/19,1/1/12,31/12/12," 5,920 ",1,1,21Jun2023
PA,136,NP,KBS,Methane avoidance,Domestic manure,KBS_Cert1549604586.29,20/8/19,1/8/17,31/7/18," 21,378 ",2,10,21Jun2023
PoA,7359,KE,KBS,EE households,Stoves,poaiss561162243~KE,19/8/19,3/5/17,30/6/18," 116,020 ",2,5,21Jun2023
PoA,7359,MG,KBS,EE households,Stoves,poaiss561162243~MG,19/8/19,3/5/17,30/6/18," 25,255 ",2,5,21Jun2023
PA,648,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1552581935.48,16/8/19,1/6/18,31/1/19," 271,839 ",2,16,21Jun2023
PA,3599,CO,Earthood,Hydro,Run of river,ESPL1541412554.97,13/8/19,1/1/13,31/12/17," 74,875 ",2,1,21Jun2023
PA,5293,CN,CTI,Wind,Wind,CTI1535037381.85,8/8/19,1/1/13,1/7/18," 526,919 ",2,2,21Jun2023
PoA,10182,MW,Earthood,EE households,Stoves,poaiss414194009~MW,7/8/19,1/2/18,31/5/18," 100,512 ",2,3,21Jun2023
PA,5998,CN,CTC,Wind,Wind,CTCCCP1534487134.96,7/8/19,6/5/13,30/6/18," 327,251 ",2,1,21Jun2023
PoA,9181,IN,Earthood,EE households,Appliances,poaiss402978764~IN,5/8/19,21/6/18,26/12/18," 7,984 ",2,8,21Jun2023
PA,2467,MY,TUV NORD,Landfill gas,Landfill power,RWTUV1551344314.55,5/8/19,1/1/18,31/12/18," 171,020 ",2,12,21Jun2023
PA,735,CO,ICONTEC,Hydro,Run of river,ICONTEC1527107148.92,2/8/19,1/1/17,31/12/17," 85,559 ",2,9,21Jun2023
PoA,9769,ET,Carbon Check,EE households,Stoves,poaiss612087372~ET,1/8/19,17/10/17,16/10/18," 128,252 ",2,5,21Jun2023
PA,168,BR,RINA,Biomass Energy,Forest residues: other,RINA1528792814.13,1/8/19,1/11/16,31/12/17," 34,719 ",2,12,21Jun2023
PA,5446,CN,CTC,Wind,Wind,CTCCCP1535444826.68,31/7/19,1/1/13,30/6/18," 566,928 ",2,1,21Jun2023
PA,5446,CN,CTC,Wind,Wind,CTCCCP1535444826.68,31/7/19,31/12/12,31/12/12, 472 ,1,1,21Jun2023
PA,9047,MA,KBS,Wind,Wind,KBS_Cert1554283923.1,26/7/19,1/5/14,30/6/18," 45,712 ",2,1,21Jun2023
PA,8569,IN,LGAI,Wind,Wind,Applus1530534470.96,25/7/19,2/9/14,30/6/18," 147,547 ",2,2,21Jun2023
PA,6673,MY,LGAI,Landfill gas,Landfill power,Applus1551862035.27,25/7/19,1/12/17,31/10/18," 169,482 ",2,6,21Jun2023
PA,4728,ZA,Carbon Check,Fugitive,Non-hydrocarbon mining,CarbonCheck_Cert1511359248.9,25/7/19,1/1/13,30/4/13," 23,950 ",2,2,21Jun2023
PA,4728,ZA,Carbon Check,Fugitive,Non-hydrocarbon mining,CarbonCheck_Cert1511359248.9,25/7/19,1/4/12,31/12/12," 30,006 ",1,2,21Jun2023
PA,2486,BR,Carbon Check,PFCs and SF6,SF6,CarbonCheck_Cert1550127842.76,25/7/19,1/1/18,31/12/18," 284,184 ",2,12,21Jun2023
PA,194,CO,LRQA,Wind,Wind,LRQA Ltd1541745701.75,25/7/19,1/1/13,31/12/17," 111,077 ",2,6,21Jun2023
PA,9550,TZ,TUV NORD,Hydro,Run of river,RWTUV1524134958.98,25/7/19,1/2/16,31/1/18," 19,049 ",2,3,21Jun2023
PA,9708,NE,RINA,Reforestation,Reforestation,RINA1522942696.18,23/7/19,1/1/13,18/1/18," 152,583 ",2,1,21Jun2023
PA,8971,IN,LGAI,Wind,Wind,Applus1547727101.37,22/7/19,1/1/13,2/12/18," 24,031 ",2,1,21Jun2023
PA,8971,IN,LGAI,Wind,Wind,Applus1547727101.37,22/7/19,30/12/12,31/12/12, 10 ,1,1,21Jun2023
PA,121,IN,Carbon Check,Methane avoidance,Domestic manure,CarbonCheck_Cert1550477098.59,22/7/19,1/1/17,31/12/18," 23,674 ",2,6,21Jun2023
PA,4359,MU,Earthood,Landfill gas,Landfill flaring,ESPL1542277890.13,22/7/19,1/1/17,31/12/17," 52,614 ",2,6,21Jun2023
PA,5977,MN,KEMCO,Wind,Wind,KEMCO1549008127.06,22/7/19,1/7/18,31/12/18," 75,367 ",2,11,21Jun2023
PA,171,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1550129512.01,18/7/19,1/7/18,31/12/18," 482,335 ",2,17,21Jun2023
PA,490,EG,TUV NORD,N2O,Nitric acid,RWTUV1548072452.2,18/7/19,14/2/18,10/1/19," 1,198,544 ",2,33,21Jun2023
PA,4274,KR,TUV NORD,PFCs and SF6,SF6,RWTUV1550651677.71,18/7/19,1/1/18,31/1/19," 110,826 ",2,6,21Jun2023
PA,5884,ZA,Carbon Check,EE own generation,Iron & steel heat,CarbonCheck_Cert1543599951.25,17/7/19,31/12/13,31/5/18," 222,006 ",2,1,21Jun2023
PoA,7864,ID,KBS,Methane avoidance,Waste water,poaiss197971919~ID,12/7/19,15/9/14,30/4/16," 45,743 ",2,3,21Jun2023
PA,1123,MX,ICONTEC,Landfill gas,Landfill power,ICONTEC1518817785.67,12/7/19,13/5/16,31/5/17," 154,170 ",2,6,21Jun2023
PA,2467,MY,TUV NORD,Landfill gas,Landfill power,RWTUV1530260685.86,12/7/19,28/8/16,31/12/17," 342,427 ",2,11,21Jun2023
PoA,9181,IN,Earthood,EE households,Appliances,poaiss961013552~IN,11/7/19,21/12/16,20/6/17," 3,643 ",2,5,21Jun2023
PA,165,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1544069972.48,11/7/19,1/10/17,31/12/17," 109,802 ",2,22,21Jun2023
PA,2302,KR,KTR,Wind,Wind,KTRCert1548055773.59,11/7/19,1/1/18,31/12/18," 56,072 ",2,5,21Jun2023
PA,165,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1511858968.66,8/7/19,1/7/17,30/9/17," 85,730 ",2,21,21Jun2023
PA,2639,VN,Earthood,Methane avoidance,Waste water,ESPL1515497153.8,5/7/19,1/1/13,31/3/17," 59,946 ",2,1,21Jun2023
PA,2639,VN,Earthood,Methane avoidance,Waste water,ESPL1515497153.8,5/7/19,20/12/10,31/12/12," 5,927 ",1,1,21Jun2023
PoA,6222,TH,KBS,Hybrid renewables,Solar PV,poaiss634144960~TH,4/7/19,1/2/18,31/12/18," 49,945 ",2,6,21Jun2023
PA,4463,IN,EPIC,Transport,Mode shift: road to rail,EPIC_Sust1539262319.62,3/7/19,1/7/16,29/6/18," 1,349,097 ",2,4,21Jun2023
PA,4127,AR,AENOR,Reforestation,Reforestation,AENOR1541517204.79,28/6/19,1/1/13,13/5/18," 351,668 ",2,2,21Jun2023
PA,4078,IN,LGAI,Biomass Energy,Agricultural residues: other kinds,Applus1531133239.37,28/6/19,1/4/17,31/3/18," 31,239 ",2,7,21Jun2023
PA,9301,BR,RINA,Hydro,Run of river,RINA1504164236.9,28/6/19,7/11/15,31/1/17," 1,473,640 ",2,1,21Jun2023
PA,752,ZA,TUV NORD,N2O,Nitric acid,RWTUV1535351941.91,28/6/19,1/7/17,30/6/18," 209,436 ",2,17,21Jun2023
PA,5393,CL,ERM CVS,N2O,Nitric acid,ERM-CVS1546033495.29,27/6/19,1/12/17,30/11/18," 90,907 ",2,10,21Jun2023
PA,835,KR,KTR,Fossil fuel switch,Oil to natural gas,sergeyf731546037798.75,26/6/19,1/1/17,31/3/18," 9,698 ",2,7,21Jun2023
PoA,8438,GH,Carbon Check,EE households,Stoves,poaiss464170621~GH,21/6/19,1/7/16,30/6/18," 432,875 ",2,5,21Jun2023
PA,4665,KR,CCSC,N2O,Caprolactam,CCSC_DOE1548155434.93,20/6/19,1/5/18,31/10/18," 136,645 ",2,10,21Jun2023
PA,8555,CN,CTI,Wind,Wind,CTI1535354779.74,20/6/19,1/7/14,30/6/18," 1,376,191 ",2,1,21Jun2023
PA,1229,CL,ERM CVS,N2O,Nitric acid,ERM-CVS1546033170.84,20/6/19,1/12/17,30/11/18," 690,511 ",2,27,21Jun2023
PA,9570,CV,RINA,Wind,Wind,RINA1549451024.16,19/6/19,1/1/18,31/12/18," 58,167 ",2,5,21Jun2023
PA,9197,ID,KBS,Methane avoidance,Palm oil waste,KBS_Cert1467192528.57,18/6/19,16/4/15,30/4/16," 15,553 ",2,1,21Jun2023
PA,3404,RW,AENOR,EE households,Lighting,AENOR1496992891.84,17/6/19,1/4/14,31/12/15," 26,237 ",2,3,21Jun2023
PA,3222,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1547646286.96,17/6/19,28/11/17,31/12/18," 55,440 ",2,6,21Jun2023
PA,3455,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1547646778.83,17/6/19,28/11/17,31/12/18," 56,828 ",2,7,21Jun2023
PA,5484,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1548710728.43,14/6/19,1/1/18,31/12/18," 58,807 ",2,5,21Jun2023
PA,6411,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1548711047.3,14/6/19,1/1/18,31/12/18," 57,528 ",2,6,21Jun2023
PA,6637,KR,KFQ,N2O,Nitric acid,KFQ1551155582.32,14/6/19,8/11/18,16/2/19," 93,980 ",2,14,21Jun2023
PA,765,KR,KFQ,N2O,Nitric acid,KFQ1551155981.44,14/6/19,8/11/18,16/2/19," 341,644 ",2,40,21Jun2023
PoA,9181,IN,Earthood,EE households,Appliances,poaiss921913905~IN,13/6/19,21/12/17,20/6/18," 76,017 ",2,7,21Jun2023
PoA,5067,NG,Carbon Check,EE households,Stoves,poaiss11411235~NG,7/6/19,1/7/17,30/6/18," 24,806 ",2,6,21Jun2023
PoA,10285,ET,TUV NORD,Solar,Solar lamps,poaiss823105840~ET,7/6/19,1/8/16,31/10/17," 38,913 ",2,1,21Jun2023
PA,5492,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1548710525.39,6/6/19,1/1/18,31/12/18," 48,060 ",2,5,21Jun2023
PA,6083,ZA,TUV NORD,N2O,Nitric acid,RWTUV1535352037.21,6/6/19,1/7/17,31/7/18," 243,009 ",2,6,21Jun2023
PA,5030,VN,TUV NORD,Hydro,New dam,RWTUV1546854440.77,3/6/19,1/12/17,31/8/18," 18,158 ",2,7,21Jun2023
PA,6103,VN,TUV NORD,Hydro,Run of river,RWTUV1546854636.79,3/6/19,1/12/17,30/11/18," 40,951 ",2,5,21Jun2023
PoA,6095,VN,KBS,Hydro,Run of river,poaiss2464050~VN,30/5/19,7/8/13,30/9/17," 403,593 ",2,1,21Jun2023
PoA,10431,BD,TUV NORD,EE households,Stoves,poaiss586106491~BD,30/5/19,31/8/18,10/9/18," 2,338 ",2,1,21Jun2023
PoA,8480,GT,Carbon Check,EE households,Stoves,poaiss418719400~GT,29/5/19,1/1/13,31/8/18, 754 ,2,1,21Jun2023
PA,2265,IN,LGAI,Wind,Wind,Applus1544464154.11,29/5/19,1/2/17,31/1/18," 59,556 ",2,9,21Jun2023
PA,3193,ID,TUV NORD,Geothermal,Geothermal electricity,RWTUV1518161086.69,29/5/19,1/1/15,1/12/17," 1,681,431 ",2,6,21Jun2023
PA,5380,IN,RINA,Biomass Energy,Agricultural residues: rice husk,RINA1549530122.75,27/5/19,1/2/18,31/1/19," 48,042 ",2,7,21Jun2023
PoA,9904,TZ,BVCH,Mixed renewables,Solar & wind & other,poaiss827243174~TZ,24/5/19,8/5/14,31/12/16," 1,996 ",2,1,21Jun2023
PoA,7864,ID,KBS,Methane avoidance,Waste water,poaiss67934932~ID,24/5/19,6/10/13,14/9/14," 13,871 ",2,1,21Jun2023
PA,251,CR,TUV NORD,Hydro,Existing dam,RWTUV1518767976.19,24/5/19,1/1/13,31/3/17," 11,780 ",2,4,21Jun2023
PA,4653,UG,TUV NORD,Afforestation,Afforestation,RWTUV1523093594.14,24/5/19,1/1/13,22/11/17," 314,672 ",2,2,21Jun2023
PoA,9666,TG,TUV NORD,EE households,Stoves,poaiss255722473~TG,23/5/19,1/4/17,31/3/18," 116,955 ",2,3,21Jun2023
PA,3970,NI,AENOR,Reforestation,Reforestation,AENOR1528216586.43,23/5/19,1/1/13,31/12/17," 143,121 ",2,2,21Jun2023
PA,5212,MU,KBS,Wind,Wind,KBS_Cert1533017031.38,23/5/19,1/3/17,30/6/18," 15,834 ",2,2,21Jun2023
PA,574,CN,TUV NORD,Hydro,Run of river,RWTUV1547479840.99,23/5/19,1/1/18,31/12/18," 115,957 ",2,14,21Jun2023
PA,10213,IN,TUV NORD,Reforestation,Reforestation,RWTUV1480417963.46,17/5/19,1/1/13,6/6/16," 9,201 ",2,1,21Jun2023
PoA,9181,IN,Earthood,EE households,Appliances,poaiss642154075~IN,16/5/19,21/6/16,20/12/16, 987 ,2,4,21Jun2023
PoA,9981,MZ,EPIC,EE households,Stoves,poaiss965602843~MZ,16/5/19,1/12/16,31/12/17," 1,916 ",2,2,21Jun2023
PoA,9981,MZ,EPIC,EE households,Stoves,poaiss505014772~MZ,16/5/19,12/7/16,30/11/16," 2,473 ",2,1,21Jun2023
PA,7056,KH,CCSC,Hydro,Run of river,CCSC_DOE1539852393.46,15/5/19,1/1/13,27/9/18," 3,120,080 ",2,1,21Jun2023
PA,7250,VN,KBS,Wind,Wind,KBS_Cert1541418348.49,14/5/19,1/7/17,30/9/18," 146,111 ",2,3,21Jun2023
PoA,7864,ID,KBS,Methane avoidance,Waste water,poaiss691973664~ID,10/5/19,15/9/14,30/4/16," 14,904 ",2,3,21Jun2023
PoA,9981,MZ,EPIC,EE households,Stoves,poaiss237433401~MZ,9/5/19,1/1/15,11/7/16," 7,999 ",2,3,21Jun2023
PA,9943,BR,EPIC,Landfill gas,Landfill power,EPIC_Sust1529411064.91,3/5/19,15/7/15,30/9/17," 73,241 ",2,1,21Jun2023
PoA,9981,MZ,EPIC,EE households,Stoves,poaiss347559790~MZ,2/5/19,1/12/16,31/12/17," 44,019 ",2,2,21Jun2023
PA,8265,CN,CTI,Wind,Wind,CTI1540197153.83,30/4/19,1/9/13,24/8/15," 132,864 ",2,1,21Jun2023
PA,8268,CN,CTI,Wind,Wind,CTI1540197510.36,29/4/19,1/9/13,24/4/15," 82,225 ",2,1,21Jun2023
PA,349,KR,KTR,Tidal,Tidal,KTRCert1543903435.29,29/4/19,1/1/18,30/6/18," 147,769 ",2,13,21Jun2023
PoA,9007,MW,Earthood,EE households,Stoves,poaiss997180415~MW,23/4/19,25/4/13,31/8/18, 748 ,2,1,21Jun2023
PoA,9007,NG,Earthood,EE households,Stoves,poaiss997180415~NG,23/4/19,25/4/13,31/8/18, 339 ,2,1,21Jun2023
PA,8102,IN,BVCH,Wind,Wind,BVQI1527052547.63,23/4/19,1/1/17,31/12/17," 77,453 ",2,5,21Jun2023
PoA,9181,IN,Earthood,EE households,Appliances,poaiss457481118~IN,18/4/19,21/12/17,20/6/18," 77,340 ",2,7,21Jun2023
PA,5153,KR,KTR,Biomass Energy,Industrial waste,KTRCert1514353148.11,18/4/19,1/1/13,31/12/14," 41,501 ",2,2,21Jun2023
PA,4598,MX,AENOR,Landfill gas,Landfill power,AENOR1534157368.41,16/4/19,1/12/17,27/6/18," 126,992 ",2,6,21Jun2023
PA,9394,TH,KBS,Methane avoidance,Waste water,KBS_Cert1540187062.28,11/4/19,1/7/17,30/6/18," 65,118 ",2,3,21Jun2023
PA,3653,NP,RINA,Hydro,Run of river,RINA1541404734.35,11/4/19,1/1/17,17/10/17," 24,611 ",2,4,21Jun2023
PA,6125,CN,TUV NORD,Solar,Solar cooking,RWTUV1544171458.59,11/4/19,1/1/18,30/11/18," 81,564 ",2,5,21Jun2023
PA,6987,CN,TUV NORD,Solar,Solar cooking,RWTUV1544172629.39,8/4/19,1/1/18,30/11/18," 85,696 ",2,5,21Jun2023
PA,1011,BR,ERM CVS,N2O,Nitric acid,ERM-CVS1534324294.82,29/3/19,28/7/17,27/7/18," 73,371 ",2,13,21Jun2023
PA,4211,BR,Earthood,Landfill gas,Landfill power,ESPL1533015446.04,28/3/19,1/1/18,7/7/18," 262,875 ",2,12,21Jun2023
PA,922,KR,KFQ,N2O,Nitric acid,KFQ1522302679.66,28/3/19,27/8/16,31/8/17," 287,367 ",2,12,21Jun2023
PA,1253,IN,LGAI,Hydro,Run of river,Applus1525519421.28,27/3/19,1/11/16,31/3/18," 31,663 ",2,9,21Jun2023
PoA,5342,NG,Earthood,EE households,Stoves,poaiss897308374~NG,25/3/19,25/10/16,24/10/17," 11,791 ",2,5,21Jun2023
PoA,5342,GH,Carbon Check,EE households,Stoves,poaiss665990566~GH,25/3/19,25/10/16,24/10/17," 27,082 ",2,5,21Jun2023
PoA,5341,KE,Carbon Check,EE households,Stoves,poaiss742225954~KE,25/3/19,1/1/17,31/12/17," 99,963 ",2,4,21Jun2023
PoA,9181,IN,Earthood,EE households,Appliances,poaiss577619601~IN,25/3/19,21/12/17,20/6/18," 30,686 ",2,7,21Jun2023
PA,8263,CN,CTI,Wind,Wind,CTI1543391053.88,19/3/19,1/1/13,24/6/16," 108,590 ",2,1,21Jun2023
PA,1774,IN,TUV SUD,Biomass Energy,Agricultural residues: mustard crop,TUEV-SUED1539346514.73,19/3/19,1/4/17,30/9/18," 70,028 ",2,7,21Jun2023
PA,9925,BR,Earthood,Hydro,Run of river,ESPL1522250596.51,15/3/19,10/7/14,31/12/17," 82,327 ",2,1,21Jun2023
PoA,6573,BR,RINA,Landfill gas,Landfill power,poaiss921658963~BR,14/3/19,1/7/17,31/12/17," 727,969 ",2,7,21Jun2023
PA,5461,PK,BVCH,N2O,Nitric acid,BVQI1526987568.72,14/3/19,1/5/17,30/4/18," 419,751 ",2,5,21Jun2023
PA,6637,KR,KFQ,N2O,Nitric acid,KFQ1542707551.44,14/3/19,6/8/18,7/11/18," 79,297 ",2,13,21Jun2023
PA,2638,VN,Earthood,Methane avoidance,Waste water,ESPL1515496913.2,13/3/19,1/1/13,28/2/17," 48,516 ",2,1,21Jun2023
PA,2638,VN,Earthood,Methane avoidance,Waste water,ESPL1515496913.2,13/3/19,21/12/10,31/12/12," 4,779 ",1,1,21Jun2023
PA,765,KR,KFQ,N2O,Nitric acid,KFQ1542707092.18,12/3/19,6/8/18,7/11/18," 269,199 ",2,39,21Jun2023
PA,7553,ID,Earthood,Hydro,Run of river,ESPL1521444992.45,11/3/19,1/3/17,28/2/18," 21,419 ",2,2,21Jun2023
PoA,9981,MZ,EPIC,EE households,Stoves,poaiss570206563~MZ,7/3/19,12/7/16,30/11/16," 7,383 ",2,1,21Jun2023
PA,2342,IN,Earthood,Wind,Wind,ESPL1535019606.05,7/3/19,1/4/16,31/7/18," 46,649 ",2,6,21Jun2023
PA,5496,BR,ICONTEC,Methane avoidance,Manure,ICONTEC1539795095.33,7/3/19,1/10/17,30/9/18," 54,584 ",2,6,21Jun2023
PoA,6573,BR,RINA,Landfill gas,Landfill power,poaiss206005926~BR,6/3/19,1/1/16,30/6/16," 303,978 ",2,4,21Jun2023
PoA,9956,UG,Carbon Check,EE households,Stoves,poaiss486919599~UG,4/3/19,1/11/16,31/10/17," 141,975 ",2,3,21Jun2023
PoA,10202,RW,AENOR,Solar,Solar PV,poaiss830495882~RW,4/3/19,1/3/17,31/8/18," 13,526 ",2,2,21Jun2023
PA,297,SV,AENOR,Geothermal,Geothermal electricity,AENOR1434959796.22,4/3/19,1/1/14,31/12/14," 136,177 ",2,8,21Jun2023
PA,349,KR,KFQ,Tidal,Tidal,KFQ1523007875.24,1/3/19,1/4/17,31/12/17," 221,124 ",2,12,21Jun2023
PoA,6511,ID,TUV SUD,Methane avoidance,Composting,poaiss645395943~ID,25/2/19,1/1/13,30/6/18," 27,656 ",2,1,21Jun2023
PoA,6207,RW,Carbon Check,EE households,Stoves,poaiss46592655~RW,20/2/19,1/7/17,30/6/18," 124,329 ",2,5,21Jun2023
PA,4489,IN,Earthood,Wind,Wind,ESPL1535018248.28,20/2/19,1/4/16,31/7/18," 21,291 ",2,4,21Jun2023
PoA,9904,TZ,BVCH,Mixed renewables,Solar & wind & other,poaiss223316408~TZ,11/2/19,8/5/14,31/12/16," 14,838 ",2,1,21Jun2023
PA,10312,UG,GHD,Hydro,Run of river,CRA1536090956.28,7/2/19,4/4/17,3/2/18," 27,195 ",2,2,21Jun2023
PA,8879,CO,Earthood,Hydro,Run of river,ESPL1534827878.23,7/2/19,1/2/15,30/6/18," 67,065 ",2,1,21Jun2023
PA,3248,IN,RINA,Landfill gas,Landfill composting,RINA1522740235.85,7/2/19,1/1/17,31/12/17," 88,264 ",2,8,21Jun2023
PA,6916,IN,KSA,EE households,Appliances,Korean Standards Association1529671794.97,5/2/19,1/1/17,31/12/17," 166,255 ",2,4,21Jun2023
PoA,9948,UG,TUV NORD,EE service,Water purification,poaiss757932161~UG,29/1/19,30/5/14,22/5/17," 64,474 ",2,1,21Jun2023
PoA,2898,CN,CTI,Methane avoidance,Domestic manure,poaiss830341116~CN,29/1/19,1/1/17,31/12/17," 829,252 ",2,6,21Jun2023
PA,10181,IN,TUV NORD,Reforestation,Reforestation,RWTUV1480417826.0,28/1/19,1/1/13,6/6/16," 9,157 ",2,1,21Jun2023
PA,4828,IN,LGAI,Fossil fuel switch,New natural gas plant,Applus1524123629.65,25/1/19,11/3/12,31/12/12," 624,094 ",1,2,21Jun2023
PA,4828,IN,LGAI,Fossil fuel switch,New natural gas plant,Applus1524123629.65,25/1/19,1/1/13,10/2/18," 69,152 ",2,2,21Jun2023
PA,2761,BO,TUV NORD,EE supply side,Single cycle to combined cycle,RWTUV1496731523.77,25/1/19,1/1/15,31/12/16," 356,766 ",2,3,21Jun2023
PA,171,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1537367311.36,24/1/19,1/1/18,30/6/18," 482,388 ",2,16,21Jun2023
PA,2992,CM,RINA,Landfill gas,Landfill flaring,RINA1527866986.09,24/1/19,1/1/16,22/2/18," 166,825 ",2,4,21Jun2023
PA,1179,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1531322580.18,21/1/19,19/6/17,31/3/18," 11,184 ",2,3,21Jun2023
PA,2712,ET,RINA,Reforestation,Reforestation,RINA1521550896.0,21/1/19,1/1/13,1/12/17," 181,650 ",2,2,21Jun2023
PA,2750,UZ,LRQA,Landfill gas,Landfill flaring,LRQA Ltd1522910002.84,18/1/19,1/1/16,30/12/17," 22,507 ",2,4,21Jun2023
PA,2148,TH,TUV NORD,Methane avoidance,Waste water,RWTUV1477648681.9,18/1/19,1/9/10,30/9/11," 39,819 ",1,2,21Jun2023
PA,1491,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1542133241.94,17/1/19,11/7/17,31/3/18," 51,751 ",2,2,21Jun2023
PA,7070,VN,TUV NORD,Biomass Energy,Bagasse power,RWTUV1536058717.08,17/1/19,1/9/17,31/8/18," 22,888 ",2,6,21Jun2023
PA,6275,CR,Earthood,Wind,Wind,ESPL1532939920.1,16/1/19,1/5/16,30/6/18," 27,064 ",2,3,21Jun2023
PA,122,CO,ICONTEC,Hydro,Run of river,ICONTEC1531349986.67,16/1/19,1/1/13,31/12/17," 44,437 ",2,6,21Jun2023
PA,9472,IN,LGAI,Wind,Wind,Applus1519378487.97,11/1/19,2/1/13,28/10/13," 74,591 ",2,1,21Jun2023
PA,4147,CR,TUV NORD,Wind,Wind,RWTUV1522232025.72,11/1/19,1/1/17,31/12/17," 62,629 ",2,7,21Jun2023
PA,171,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1537367101.52,10/1/19,1/7/17,31/12/17," 520,354 ",2,15,21Jun2023
PA,165,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1505912321.76,4/1/19,1/1/17,30/6/17," 216,125 ",2,20,21Jun2023
PA,2834,KR,KFQ,Landfill gas,Landfill power,KFQ1525337824.25,4/1/19,1/1/17,31/12/17," 46,241 ",2,8,21Jun2023
PA,9915,LA,CCSC,Hydro,New dam,CCSC_DOE1513761731.16,3/1/19,1/1/15,25/10/17," 128,412 ",2,1,21Jun2023
PA,3334,TH,RINA,Methane avoidance,Waste water,RINA1518517999.84,3/1/19,1/1/13,31/1/18," 2,625 ",2,1,21Jun2023
PoA,9572,NP,TUV NORD,Methane avoidance,Domestic manure,poaiss351090264~NP,31/12/18,1/8/16,31/7/17," 416,645 ",2,4,21Jun2023
PA,7577,BR,AENOR,Biomass Energy,Forest residues: other,AENOR1526455383.27,27/12/18,1/1/17,31/12/17," 215,883 ",2,4,21Jun2023
PA,5938,IN,LGAI,Wind,Wind,Applus1488542805.95,27/12/18,25/3/14,30/9/16," 68,836 ",2,2,21Jun2023
PA,171,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1513605319.87,27/12/18,1/7/16,31/12/16," 452,186 ",2,13,21Jun2023
PA,171,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1513605563.39,27/12/18,1/1/17,30/6/17," 582,996 ",2,14,21Jun2023
PA,1247,BR,EPIC,Landfill gas,Landfill flaring,EPIC_Sust1533894120.72,27/12/18,7/4/17,31/3/18," 51,551 ",2,3,21Jun2023
PA,6937,VN,KBS,Hydro,Run of river,KBS_Cert1532928037.8,27/12/18,1/11/16,30/6/18," 30,815 ",2,2,21Jun2023
PA,10097,VN,KBS,Hydro,Run of river,KBS_Cert1532928200.63,27/12/18,1/8/17,30/6/18," 9,108 ",2,1,21Jun2023
PA,5416,NP,TUV NORD,Methane avoidance,Domestic manure,RWTUV1524573445.7,27/12/18,1/8/16,31/7/17," 57,429 ",2,6,21Jun2023
PA,10379,KR,KFQ,Landfill gas,Landfill power,KFQ1534241318.67,21/12/18,1/6/17,16/7/18," 20,353 ",2,1,21Jun2023
PA,8712,TH,RINA,Methane avoidance,Waste water,RINA1522738173.81,20/12/18,1/7/16,31/12/17," 20,827 ",2,3,21Jun2023
PA,5415,NP,TUV NORD,Methane avoidance,Domestic manure,RWTUV1524575302.29,20/12/18,1/8/16,31/7/17," 54,403 ",2,6,21Jun2023
PA,136,NP,TUV NORD,Methane avoidance,Domestic manure,RWTUV1524575513.45,20/12/18,1/8/16,31/7/17," 25,516 ",2,9,21Jun2023
